,host_id,host_response_rate,host_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,number_of_reviews_ltm,calculated_host_listings_count,reviews_per_month,dist_from_center,property_type_clean,parking,price_log,price_RobustScaler,parking_num
45735,137094377,80.0,184.0,Wandsworth,SW12 8JA,51.44312,-0.15319000000000002,House,Entire home/apt,4,1.0,2.0,2.0,160.0,495.0,95.0,1,0.0,0,0,177,,7.80472330765791,House,0.0,5.075173815233827,0.8191489361702128,0.0
45746,137094377,80.0,184.0,Merton,SW19,51.42224,-0.19865,House,Entire home/apt,10,3.0,5.0,7.0,390.0,495.0,375.0,1,0.0,0,0,177,,11.22130371790471,House,0.0,5.966146739123692,3.265957446808511,0.0
45747,14913380,100.0,1.0,Lewisham,SE14,51.4782,-0.04725,House,Entire home/apt,6,1.0,3.0,3.0,140.0,0.0,60.0,1,0.0,11,8,1,0.74,6.033599560231521,House,1.0,4.941642422609304,0.6063829787234043,1.0
45748,137094377,80.0,184.0,Westminster,W10,51.5314,-0.20840999999999998,House,Entire home/apt,8,2.0,4.0,3.0,420.0,495.0,145.0,1,0.0,0,0,177,,6.687906837325819,House,0.0,6.040254711277414,3.5851063829787235,0.0
45750,137094377,80.0,184.0,Camden,NW3,51.55579,-0.17056,House,Entire home/apt,7,2.0,4.0,4.0,468.0,495.0,145.0,1,0.0,0,0,177,,6.260971988113028,House,1.0,6.148468295917647,4.095744680851064,1.0
45754,137094377,80.0,184.0,Camden,NW1 7HT,51.53634,-0.14126,House,Entire home/apt,8,2.0,4.0,4.0,275.0,495.0,300.0,1,0.0,3,1,177,0.16,3.3498663400740996,House,0.0,5.616771097666572,2.0425531914893615,0.0
45762,137094377,80.0,184.0,Westminster,W1D 7BB,51.51052,-0.13501,House,Entire home/apt,5,2.0,2.0,2.0,437.0,495.0,95.0,1,0.0,0,0,177,,1.1723366377570832,House,0.0,6.07993319509559,3.765957446808511,0.0
45764,137094377,80.0,184.0,Wandsworth,SW15 6BS,51.45756,-0.22658000000000003,House,Entire home/apt,9,2.0,5.0,6.0,879.0,495.0,225.0,1,0.0,0,0,177,,9.494596621509391,House,1.0,6.778784897685177,8.46808510638298,1.0
45779,137094377,80.0,184.0,Wandsworth,SW15 1QB,51.46459,-0.22512,House,Entire home/apt,7,3.0,4.0,4.0,511.0,495.0,195.0,1,0.0,0,0,177,,8.953265500360319,House,0.0,6.236369590203704,4.553191489361702,0.0
45781,137094377,80.0,184.0,Haringey,N8 9RS,51.579029999999996,-0.11667000000000001,House,Entire home/apt,6,2.0,3.0,4.0,400.0,495.0,195.0,1,0.0,0,0,177,,7.686596717450998,House,0.0,5.991464547107982,3.372340425531915,0.0
45797,137094377,80.0,184.0,Ealing,W4 5LZ,51.496990000000004,-0.26859,House,Entire home/apt,6,2.0,2.0,3.0,245.0,495.0,225.0,1,0.0,0,0,177,,10.50807383946232,House,0.0,5.501258210544727,1.7234042553191489,0.0
45799,137094377,80.0,184.0,Westminster,SW1W 8HD,51.49447,-0.15581,House,Entire home/apt,8,2.0,4.0,4.0,750.0,495.0,300.0,1,0.0,0,0,177,,3.119953654351901,House,0.0,6.620073206530356,7.095744680851064,0.0
45800,137094377,80.0,184.0,Richmond upon Thames,TW2 5NW,51.43602,-0.34745,House,Entire home/apt,6,2.0,2.0,3.0,290.0,495.0,145.0,1,0.0,0,0,177,,17.871122660233695,House,0.0,5.66988092298052,2.202127659574468,0.0
45804,137094377,80.0,184.0,Kensington and Chelsea,W14 8JH,51.50077,-0.20789000000000002,House,Entire home/apt,8,3.0,5.0,5.0,1343.0,495.0,225.0,1,0.0,0,0,177,,6.29292311545388,House,0.0,7.202661196523238,13.404255319148936,0.0
45805,105908149,100.0,4.0,Greenwich,SE28 0JD,51.501709999999996,0.08921,House,Entire home/apt,7,3.0,4.0,4.0,120.0,0.0,40.0,1,0.0,15,9,3,0.99,14.367315221624157,House,1.0,4.787491742782046,0.39361702127659576,1.0
45813,137094377,80.0,184.0,Lambeth,SW9,51.47332,-0.12019,House,Entire home/apt,8,3.0,4.0,5.0,392.0,495.0,195.0,1,0.0,0,0,177,,4.063660769395254,House,1.0,5.971261839790462,3.2872340425531914,1.0
45815,137094377,80.0,184.0,Barnet,N3 3AN,51.595209999999994,-0.20184000000000002,House,Entire home/apt,8,2.0,4.0,4.0,237.0,495.0,195.0,1,0.0,0,0,177,,11.11000619582904,House,1.0,5.4680601411351315,1.6382978723404256,1.0
45817,137094377,80.0,184.0,Kensington and Chelsea,W11 2QH,51.513220000000004,-0.20058,House,Entire home/apt,8,1.0,3.0,3.0,315.0,495.0,95.0,1,0.0,3,0,177,0.08,5.7169970949563425,House,1.0,5.752572638825633,2.4680851063829787,1.0
45819,2211778,100.0,1.0,Tower Hamlets,E1 4UG,51.52179,-0.05099,House,Entire home/apt,2,1.0,1.0,1.0,140.0,0.0,20.0,1,0.0,7,4,1,0.45,4.8258141054178365,House,0.0,4.941642422609304,0.6063829787234043,0.0
45825,2362124,100.0,1.0,Southwark,SE17 2TP,51.48724,-0.08752,House,Entire home/apt,6,2.0,3.0,2.0,295.0,0.0,40.0,1,0.0,0,0,1,,3.2854572654048333,House,1.0,5.68697535633982,2.25531914893617,1.0
45831,171991194,,1.0,Merton,SW19 8QD,51.4233,-0.18953,House,Entire home/apt,6,1.0,3.0,3.0,125.0,85.0,103.0,2,15.0,3,2,1,0.19,10.816353214196257,House,0.0,4.8283137373023015,0.44680851063829785,0.0
45833,172042018,,3.0,Bexley,DA16 2HZ,51.45831,0.10357999999999999,House,Entire home/apt,5,1.0,3.0,3.0,150.0,0.0,0.0,1,0.0,0,0,2,,16.374863723057672,House,1.0,5.0106352940962555,0.7127659574468085,1.0
45850,33889201,96.0,1433.0,Ealing,W3 7JP,51.50762,-0.24615,House,Entire home/apt,7,1.0,4.0,5.0,260.0,495.0,300.0,7,0.0,0,0,1161,,8.86048175970617,House,0.0,5.560681631015528,1.8829787234042554,0.0
45857,16741566,,1.0,Lewisham,SE26 5AQ,51.4283,-0.034539999999999994,House,Entire home/apt,8,1.0,3.0,4.0,76.0,150.0,30.0,1,0.0,21,0,1,1.27,10.752065981931512,House,1.0,4.330733340286331,-0.07446808510638298,1.0
45868,116660704,100.0,2.0,Lewisham,SE14,51.468920000000004,-0.04956,House,Entire home/apt,6,1.0,3.0,4.0,120.0,0.0,42.0,1,0.0,2,1,2,0.14,6.571808735312756,House,1.0,4.787491742782046,0.39361702127659576,1.0
45872,10551843,,2.0,Haringey,N15,51.58024,-0.08204,House,Entire home/apt,4,1.0,2.0,2.0,55.0,0.0,0.0,2,5.0,0,0,2,,8.207722450905722,House,0.0,4.007333185232471,-0.2978723404255319,0.0
45887,174059234,30.0,3.0,Westminster,SW7,51.499590000000005,-0.17786,House,Entire home/apt,14,5.0,5.0,6.0,599.0,300.0,250.0,10,53.0,11,11,3,0.92,4.288923559189484,House,1.0,6.395261598115449,5.48936170212766,1.0
45889,137094377,80.0,184.0,Camden,N6 6AA,51.56713,-0.15325999999999998,House,Entire home/apt,8,4.0,4.0,4.0,632.0,495.0,195.0,1,0.0,0,0,177,,6.812029375869567,House,0.0,6.448889394146858,5.840425531914893,0.0
45914,58857923,100.0,1.0,Hammersmith and Fulham,SW6 2JR,51.48005,-0.1916,House,Entire home/apt,8,3.5,4.0,4.0,450.0,500.0,100.0,1,50.0,0,0,1,,6.069666496954412,House,1.0,6.1092475827643655,3.904255319148936,1.0
45926,6825399,100.0,1.0,Wandsworth,SW15 1NZ,51.46369,-0.21948,House,Entire home/apt,6,2.5,3.0,2.0,75.0,390.0,60.0,1,0.0,0,0,1,,8.691950684345374,House,0.0,4.31748811353631,-0.0851063829787234,0.0
45930,137094377,80.0,184.0,Haringey,N8 9AD,51.57747,-0.1153,House,Entire home/apt,8,1.0,4.0,5.0,258.0,495.0,300.0,1,0.0,0,0,177,,7.51509088157017,House,0.0,5.552959584921617,1.8617021276595744,0.0
45935,137094377,80.0,184.0,Camden,NW3 2YT,51.54918,-0.15942,House,Entire home/apt,2,1.0,1.0,2.0,160.0,495.0,75.0,1,0.0,0,0,177,,5.220166320494754,House,0.0,5.075173815233827,0.8191489361702128,0.0
45938,137094377,80.0,184.0,Wandsworth,SW11 6HT,51.45408,-0.16439,House,Entire home/apt,7,2.0,4.0,4.0,385.0,495.0,165.0,1,0.0,0,0,177,,6.978164816277536,House,0.0,5.953243334287785,3.2127659574468086,0.0
45940,137094377,80.0,184.0,Islington,N1 4NG,51.54943,-0.07925,House,Entire home/apt,4,2.0,2.0,2.0,299.0,495.0,150.0,1,0.0,0,0,177,,5.151805145743773,House,0.0,5.700443573390687,2.297872340425532,0.0
45942,137094377,80.0,184.0,Tower Hamlets,E2 7RH,51.530390000000004,-0.06982000000000001,House,Entire home/apt,4,1.0,1.0,1.0,160.0,495.0,75.0,1,0.0,3,3,177,0.85,4.042697574101228,House,0.0,5.075173815233827,0.8191489361702128,0.0
45949,137094377,80.0,184.0,Hammersmith and Fulham,SW6 5LP,51.4739,-0.21056,House,Entire home/apt,8,2.0,3.0,5.0,238.0,495.0,175.0,1,0.0,1,1,177,1.0,7.543523569769136,House,0.0,5.472270673671475,1.648936170212766,0.0
45950,137094377,80.0,184.0,Richmond upon Thames,TW1 1BN,51.45131,-0.33111999999999997,House,Entire home/apt,6,2.0,4.0,4.0,353.0,495.0,195.0,1,0.0,0,0,177,,16.115007493143526,House,0.0,5.8664680569332965,2.872340425531915,0.0
45951,137094377,80.0,184.0,Westminster,W2 6EU,51.51781,-0.18747,House,Entire home/apt,4,2.0,2.0,2.0,299.0,495.0,145.0,1,0.0,0,0,177,,4.878461430044774,House,0.0,5.700443573390687,2.297872340425532,0.0
45952,137094377,80.0,184.0,Islington,N19 4DB,51.55943,-0.12592,House,Entire home/apt,5,2.0,3.0,3.0,218.0,495.0,145.0,1,0.0,1,0,177,0.05,5.534431935744216,House,0.0,5.384495062789089,1.4361702127659575,0.0
45954,137094377,80.0,184.0,Lambeth,SE1 8SP,51.50528,-0.10809,House,Entire home/apt,4,1.0,2.0,1.0,269.0,495.0,95.0,1,0.0,0,0,177,,0.8591724375754596,House,0.0,5.594711379601839,1.9787234042553192,0.0
45955,137094377,80.0,184.0,Hammersmith and Fulham,SW6 2HU,51.48041,-0.18996,House,Entire home/apt,7,4.0,4.0,1.0,467.0,495.0,195.0,1,0.0,0,0,177,,5.952812988750533,House,0.0,6.1463292576688975,4.085106382978723,0.0
45956,137094377,80.0,184.0,Hackney,E8 1JA,51.54849,-0.06594,House,Entire home/apt,4,1.0,2.0,1.0,156.0,495.0,150.0,1,0.0,0,0,177,,5.605534567554034,House,0.0,5.049856007249537,0.776595744680851,0.0
45957,17931388,33.0,1.0,Lambeth,SE21 8AX,51.43119,-0.08983,House,Entire home/apt,9,1.5,3.0,4.0,115.0,1250.0,80.0,1,40.0,0,0,1,,8.95897754643874,House,0.0,4.74493212836325,0.3404255319148936,0.0
45959,137094377,80.0,184.0,Camden,NW3 1QY,51.55653,-0.17695,House,Entire home/apt,8,4.0,4.0,4.0,601.0,495.0,300.0,1,0.0,0,0,177,,6.591277572460193,House,0.0,6.398594934535208,5.51063829787234,0.0
45962,137094377,80.0,184.0,Lambeth,SW8 2XS,51.4686,-0.13787,House,Entire home/apt,8,2.0,4.0,5.0,478.0,495.0,195.0,1,0.0,0,0,177,,4.785429170424083,House,0.0,6.169610732491456,4.202127659574468,0.0
45963,137094377,80.0,184.0,Brent,NW6 7NR,51.54143,-0.21265,House,Entire home/apt,10,4.0,5.0,5.0,391.0,495.0,275.0,1,0.0,0,0,177,,7.419121217972761,House,0.0,5.968707559985366,3.276595744680851,0.0
45964,137094377,80.0,184.0,Kensington and Chelsea,W11 1RF,51.51532,-0.2147,House,Entire home/apt,4,2.0,2.0,2.0,258.0,495.0,95.0,1,0.0,1,0,177,0.05,6.708648756519144,House,1.0,5.552959584921617,1.8617021276595744,1.0
45965,145764988,100.0,2.0,Lambeth,SW8 1NN,51.480979999999995,-0.11434000000000001,House,Entire home/apt,9,2.0,2.0,2.0,168.0,300.0,70.0,4,20.0,10,8,2,0.6,3.2203277498236385,House,1.0,5.123963979403259,0.9042553191489362,1.0
45967,137094377,80.0,184.0,Hackney,N16 9AW,51.55708,-0.08499,House,Entire home/apt,4,2.0,2.0,2.0,165.0,495.0,95.0,1,0.0,0,0,177,,5.724032298404257,House,0.0,5.10594547390058,0.8723404255319149,0.0
45968,137094377,80.0,184.0,Hammersmith and Fulham,W6 0DR,51.49904,-0.23393000000000003,House,Entire home/apt,3,1.0,1.0,1.0,177.0,495.0,75.0,1,0.0,0,0,177,,8.102337851900257,House,0.0,5.176149732573829,1.0,0.0
45969,137094377,80.0,184.0,Wandsworth,SW15,51.45435,-0.2556,House,Entire home/apt,10,3.0,5.0,5.0,476.0,495.0,375.0,1,0.0,1,0,177,0.04,11.34083412604266,House,0.0,6.16541785423142,4.180851063829787,0.0
45973,137094377,80.0,184.0,Wandsworth,SW18 3TA,51.43728,-0.18315,House,Entire home/apt,8,2.0,4.0,5.0,282.0,495.0,300.0,1,0.0,0,0,177,,9.237897860366125,House,0.0,5.641907070938114,2.117021276595745,0.0
45975,137094377,80.0,184.0,Brent,NW6 6BS,51.53482,-0.20037,House,Entire home/apt,9,4.0,5.0,5.0,616.0,495.0,375.0,1,0.0,0,0,177,,6.328857739058747,House,0.0,6.423246963533519,5.670212765957447,0.0
45976,137094377,80.0,184.0,Hammersmith and Fulham,W14 0JL,51.49644,-0.22099000000000002,House,Entire home/apt,9,2.0,5.0,6.0,528.0,495.0,275.0,1,0.0,1,0,177,0.03,7.2723476101792945,House,0.0,6.269096283706261,4.73404255319149,0.0
45978,21323534,100.0,1.0,Merton,SW19 8EQ,51.43649,-0.19738,House,Entire home/apt,6,2.0,3.0,4.0,200.0,100.0,40.0,1,0.0,3,2,1,0.18,9.828739981793856,House,1.0,5.298317366548036,1.2446808510638299,1.0
45983,380398,100.0,1.0,Southwark,SE15,51.46456,-0.05687999999999999,House,Entire home/apt,5,3.0,3.0,5.0,100.0,0.0,50.0,3,20.0,7,4,1,0.45,6.579297720363621,House,1.0,4.605170185988092,0.18085106382978725,1.0
45999,21180479,,2.0,Waltham Forest,E17 9ES,51.583940000000005,-0.00349,House,Entire home/apt,6,1.0,3.0,4.0,130.0,0.0,0.0,1,0.0,0,0,2,,11.42278894249204,House,1.0,4.867534450455582,0.5,1.0
46002,175839782,100.0,1.0,Greenwich,SE9 3JX,51.43057,0.07028999999999999,House,Entire home/apt,8,3.5,4.0,4.0,93.0,0.0,100.0,1,0.0,4,4,1,0.34,15.73824902601775,House,1.0,4.532599493153256,0.10638297872340426,1.0
46017,162352928,100.0,19.0,Islington,N5 1NH,51.55305,-0.10367,House,Entire home/apt,4,2.0,2.0,2.0,115.0,0.0,70.0,4,0.0,3,3,18,0.26,4.901405830800283,House,0.0,4.74493212836325,0.3404255319148936,0.0
46020,1432477,99.0,164.0,Kensington and Chelsea,SW5,51.493809999999996,-0.19376,House,Entire home/apt,4,3.0,2.0,2.0,190.0,250.0,90.0,4,0.0,0,0,161,,5.529981205552645,House,0.0,5.247024072160486,1.1382978723404256,0.0
46067,33889201,96.0,1433.0,Wandsworth,SW11 5XA,51.46995,-0.15825,House,Entire home/apt,3,1.0,2.0,2.0,153.0,495.0,150.0,3,0.0,0,0,1161,,5.234017619551135,House,0.0,5.030437921392435,0.7446808510638298,0.0
46068,33889201,96.0,1433.0,Richmond upon Thames,SW13 9ND,51.47783,-0.24494000000000002,House,Entire home/apt,4,3.0,3.0,3.0,206.0,495.0,150.0,6,0.0,1,0,1161,0.06,9.470671245615986,House,0.0,5.327876168789581,1.3085106382978724,0.0
46070,33889201,96.0,1433.0,Camden,W1T 2BL,51.51962,-0.13571,House,Entire home/apt,7,3.0,4.0,5.0,429.0,557.0,337.0,7,0.0,3,3,1161,0.26,1.6308058120417068,House,0.0,6.061456918928017,3.6808510638297873,0.0
46090,50944752,,2.0,Kensington and Chelsea,W11 1RB,51.516329999999996,-0.2124,House,Entire home/apt,4,2.0,2.0,2.0,100.0,500.0,60.0,1,0.0,20,1,2,1.25,6.561518788334807,House,1.0,4.605170185988092,0.18085106382978725,1.0
46092,33889201,96.0,1433.0,Camden,NW1 7LX,51.535309999999996,-0.1422,House,Entire home/apt,8,2.0,4.0,5.0,364.0,495.0,300.0,9,0.0,1,1,1161,0.09,3.282336235354509,House,0.0,5.8971538676367405,2.9893617021276597,0.0
46094,33889201,96.0,1433.0,Hounslow,W4 2DF,51.48868,-0.25735,House,Entire home/apt,6,2.5,3.0,3.0,295.0,495.0,225.0,6,0.0,2,2,1161,0.19,9.91708202179969,House,0.0,5.68697535633982,2.25531914893617,0.0
46108,171439775,100.0,1.0,Greenwich,SE18 5AN,51.49228,0.059329999999999994,House,Entire home/apt,5,1.0,3.0,4.0,80.0,0.0,0.0,1,20.0,11,7,2,0.67,12.42782565295965,House,1.0,4.382026634673881,-0.031914893617021274,1.0
46111,290927,,1.0,Croydon,SE25,51.39475,-0.0826,House,Entire home/apt,10,1.0,3.0,3.0,112.0,200.0,40.0,6,25.0,21,3,1,1.3,13.026139539466627,House,1.0,4.718498871295094,0.30851063829787234,1.0
46112,165862962,100.0,1.0,Merton,SW193PL,51.416709999999995,-0.21308000000000002,House,Entire home/apt,6,2.0,4.0,4.0,200.0,0.0,99.0,1,0.0,4,0,1,0.3,12.264109060888508,House,1.0,5.298317366548036,1.2446808510638299,1.0
46124,21180479,,2.0,Waltham Forest,E17 9ES,51.58399,-0.00365,House,Entire home/apt,6,1.0,3.0,4.0,120.0,0.0,0.0,1,0.0,0,0,2,,11.419130053239748,House,0.0,4.787491742782046,0.39361702127659576,0.0
46126,12310096,100.0,1.0,Redbridge,E12 5HE,51.5629,0.03549,House,Entire home/apt,9,2.0,3.0,4.0,165.0,0.0,40.0,6,15.0,8,6,1,0.56,12.142074690541156,House,1.0,5.10594547390058,0.8723404255319149,1.0
46134,72373719,,1.0,Kensington and Chelsea,W14 8EQ,51.50049,-0.20828000000000002,House,Entire home/apt,5,2.0,2.0,3.0,175.0,0.0,0.0,1,0.0,0,0,1,,6.32461999179664,House,1.0,5.1647859739235145,0.9787234042553191,1.0
46137,124359350,,1.0,Kingston upon Thames,KT2,51.41418,-0.28368000000000004,House,Entire home/apt,8,3.0,5.0,5.0,225.0,750.0,120.0,1,0.0,4,2,1,0.28,15.636292613883384,House,1.0,5.41610040220442,1.5106382978723405,1.0
46222,163583804,100.0,19.0,Lambeth,SW2,51.449259999999995,-0.11479,House,Entire home/apt,4,1.5,2.0,3.0,90.0,0.0,80.0,1,0.0,5,1,19,0.37,6.738613568554364,House,0.0,4.499809670330265,0.07446808510638298,0.0
46229,1935956,100.0,1.0,Haringey,N4 4EH,51.57367,-0.11309000000000001,House,Entire home/apt,1,1.0,1.0,1.0,27.0,0.0,0.0,1,10.0,3,2,1,0.22,7.098760719020519,House,1.0,3.295836866004329,-0.5957446808510638,1.0
46259,137239307,100.0,4.0,Enfield,EN1 1BX,51.64349,-0.0677,House,Entire home/apt,6,2.5,3.0,3.0,150.0,750.0,90.0,1,0.0,9,6,1,0.56,15.25144694869833,House,1.0,5.0106352940962555,0.7127659574468085,1.0
46264,13302523,100.0,1.0,Wandsworth,SW18 5DU,51.441759999999995,-0.20163,House,Entire home/apt,6,2.0,4.0,3.0,190.0,0.0,0.0,1,0.0,4,3,1,0.25,9.524101009020304,House,1.0,5.247024072160486,1.1382978723404256,1.0
46290,28820321,100.0,242.0,Tower Hamlets,E2 0BY,51.52498,-0.05998,House,Entire home/apt,6,1.0,3.0,3.0,90.0,350.0,100.0,4,10.0,12,8,213,0.78,4.355387927149185,House,0.0,4.499809670330265,0.07446808510638298,0.0
46316,22835382,,1.0,Southwark,SE15 2BQ,51.47056,-0.05989,House,Entire home/apt,6,1.5,3.0,4.0,130.0,450.0,60.0,6,30.0,22,13,1,1.47,5.940960093226994,House,1.0,4.867534450455582,0.5,1.0
46355,173259859,100.0,1.0,Greenwich,SE28 8LR,51.50763,0.12002,House,Entire home/apt,4,1.0,1.0,2.0,50.0,0.0,0.0,1,0.0,29,20,1,1.84,16.47057980380326,House,1.0,3.912023005428146,-0.35106382978723405,1.0
46363,28820321,100.0,242.0,Islington,N7 0EH,51.55494,-0.13238,House,Entire home/apt,6,4.0,3.0,3.0,190.0,350.0,100.0,6,10.0,13,8,213,0.84,5.105416022987446,House,0.0,5.247024072160486,1.1382978723404256,0.0
46411,33889201,96.0,1433.0,Westminster,W1U 2QF,51.51892,-0.14929,House,Entire home/apt,6,2.0,3.0,3.0,443.0,495.0,225.0,6,0.0,4,4,1161,0.47,2.3806160167493764,House,0.0,6.093569770045136,3.8297872340425534,0.0
46427,33889201,96.0,1433.0,Westminster,W10 4EF,51.52988,-0.21335,House,Entire home/apt,6,2.0,3.0,4.0,201.0,495.0,225.0,6,0.0,0,0,1161,,6.952173771441195,House,0.0,5.303304908059076,1.2553191489361701,0.0
46464,44364427,,2.0,Lewisham,SE14 6NF,51.47988,-0.03778,House,Entire home/apt,5,2.0,3.0,4.0,130.0,200.0,120.0,1,0.0,1,0,1,0.06,6.478891133581618,House,1.0,4.867534450455582,0.5,1.0
46488,555743,100.0,3.0,Islington,N1 0BZ,51.5371,-0.11911,House,Entire home/apt,6,1.5,3.0,3.0,120.0,0.0,40.0,3,27.0,5,4,3,0.41,3.0273108229384214,House,0.0,4.787491742782046,0.39361702127659576,0.0
46521,5388183,100.0,3.0,Newham,E12 6BW,51.551759999999994,0.050480000000000004,House,Entire home/apt,4,2.5,2.0,0.0,160.0,0.0,50.0,1,0.0,5,2,1,0.4,12.54896877768664,House,1.0,5.075173815233827,0.8191489361702128,1.0
46584,33889201,96.0,1433.0,Hackney,N16 9NX,51.55415,-0.08741,House,Entire home/apt,8,2.0,4.0,5.0,338.0,495.0,300.0,6,0.0,0,0,1161,,5.358787283989148,House,0.0,5.823045895483019,2.7127659574468086,0.0
46603,67803292,88.0,2.0,Greenwich,SE10 8QT,51.47417,-0.00831,House,Entire home/apt,16,7.5,7.0,10.0,450.0,0.0,150.0,1,0.0,5,5,1,0.66,8.569069466423123,House,1.0,6.1092475827643655,3.904255319148936,1.0
46627,178232630,33.0,1.0,Lewisham,SE12 9TA,51.430609999999994,0.02421,House,Entire home/apt,4,1.0,1.0,2.0,75.0,100.0,30.0,4,0.0,3,2,1,0.24,13.213571263920871,House,1.0,4.31748811353631,-0.0851063829787234,1.0
46636,178255897,,1.0,Lambeth,SW16 5BQ,51.41563,-0.14048,House,Entire home/apt,4,1.5,2.0,4.0,80.0,0.0,20.0,1,0.0,6,4,1,0.39,10.58596551151895,House,1.0,4.382026634673881,-0.031914893617021274,1.0
46661,158032229,100.0,9.0,Westminster,SW7 1BN,51.50121,-0.16708,House,Entire home/apt,6,2.0,2.0,3.0,275.0,0.0,90.0,6,0.0,34,24,9,2.17,3.5222867417671013,House,0.0,5.616771097666572,2.0425531914893615,0.0
46664,161695688,100.0,45.0,Newham,E16 4PL,51.51843,0.01293,House,Entire home/apt,8,1.5,3.0,4.0,236.0,0.0,105.0,8,0.0,17,10,42,1.22,9.110747326794398,House,0.0,5.4638318050256105,1.627659574468085,0.0
46668,125349139,100.0,2.0,Hammersmith and Fulham,SW6 1LH,51.48365,-0.19944,House,Entire home/apt,8,2.0,4.0,4.0,288.0,540.0,63.0,1,0.0,29,21,1,1.99,6.337086986035555,House,0.0,5.662960480135946,2.1808510638297873,0.0
46669,178398657,,1.0,Harrow,HA7 1PJ,51.60071,-0.30316,House,Entire home/apt,6,1.0,3.0,4.0,72.0,150.0,0.0,1,0.0,0,0,1,,16.291628599625838,House,1.0,4.276666119016055,-0.11702127659574468,1.0
46704,14006467,92.0,3.0,Hackney,N16 7TN,51.55373,-0.07443,House,Entire home/apt,4,1.0,2.0,2.0,90.0,0.0,30.0,1,0.0,5,5,3,1.56,5.733315390735193,House,0.0,4.499809670330265,0.07446808510638298,0.0
46726,59210767,67.0,1.0,Merton,SW20 8QH,51.41088,-0.21504,House,Entire home/apt,7,3.0,4.0,5.0,110.0,74.0,40.0,1,0.0,4,2,1,0.26,12.886042923804258,House,1.0,4.700480365792417,0.2872340425531915,1.0
46746,162293529,,1.0,Barking and Dagenham,RM6 6XA,51.57775,0.13901,House,Entire home/apt,10,4.0,5.0,5.0,199.0,0.0,0.0,4,29.0,15,2,1,1.0,19.303496938085043,House,1.0,5.293304824724492,1.2340425531914894,1.0
46755,47270647,100.0,7.0,Bexley,SE28 8NG,51.505520000000004,0.12780999999999998,House,Entire home/apt,4,1.0,1.0,3.0,120.0,150.0,35.0,2,10.0,4,1,4,0.26,17.014737947045248,House,1.0,4.787491742782046,0.39361702127659576,1.0
46788,3038746,75.0,1.0,Westminster,W1H 7LJ,51.51695,-0.16159,House,Entire home/apt,2,1.5,1.0,0.0,110.0,350.0,45.0,1,0.0,2,2,1,0.22,3.1095014278611512,House,1.0,4.700480365792417,0.2872340425531915,1.0
46789,48165024,96.0,187.0,Westminster,SW7 2PP,51.49893,-0.17187,House,Entire home/apt,4,2.0,2.0,2.0,175.0,400.0,0.0,1,0.0,12,9,164,0.84,3.913287956482226,House,1.0,5.1647859739235145,0.9787234042553191,1.0
46795,2272296,100.0,15.0,Newham,E15 3JZ,51.53321,0.006540000000000001,House,Entire home/apt,8,1.5,3.0,4.0,61.0,150.0,39.0,3,4.0,25,20,14,1.83,8.999603309478914,House,1.0,4.110873864173311,-0.23404255319148937,1.0
46869,165201152,,1.0,Merton,SM4 4ER,51.39949,-0.21204,House,Entire home/apt,7,2.0,4.0,4.0,505.0,500.0,145.0,1,0.0,0,0,1,,13.883888700807034,House,1.0,6.22455842927536,4.48936170212766,1.0
46873,2892789,100.0,1.0,Haringey,N8 7HB,51.58939,-0.13011,House,Entire home/apt,8,2.5,4.0,4.0,600.0,300.0,50.0,1,0.0,3,1,1,0.23,8.87615957568678,House,1.0,6.396929655216146,5.5,1.0
46907,2125620,100.0,111.0,Westminster,W2 1JG,51.51624,-0.17040999999999998,House,Entire home/apt,6,3.0,4.0,4.0,550.0,500.0,150.0,1,0.0,7,7,100,0.58,3.686867017228545,House,1.0,6.309918278226516,4.968085106382978,1.0
46912,7174091,,1.0,Hammersmith and Fulham,SW6 6JY,51.47948,-0.21821999999999997,House,Entire home/apt,6,2.5,3.0,3.0,250.0,0.0,0.0,1,0.0,0,0,1,,7.706450212540376,House,1.0,5.521460917862246,1.7765957446808511,1.0
46923,314910,92.0,3.0,Greenwich,SE10 0LG,51.485040000000005,0.01741,House,Entire home/apt,9,3.0,3.0,3.0,149.0,500.0,59.0,6,10.0,25,13,3,1.59,9.771638630012065,House,1.0,5.003946305945459,0.7021276595744681,1.0
46924,14968982,,2.0,Lewisham,SE13 5RB,51.4534,5.9999999999999995e-05,House,Entire home/apt,5,2.5,3.0,3.0,150.0,0.0,30.0,2,10.0,1,0,2,0.07,10.306789470180329,House,0.0,5.0106352940962555,0.7127659574468085,0.0
46937,33889201,96.0,1433.0,Richmond upon Thames,TW1 2DF,51.45882,-0.31478,House,Entire home/apt,7,2.0,4.0,5.0,219.0,495.0,300.0,7,0.0,0,0,1161,,14.745643641467955,House,1.0,5.389071729816501,1.446808510638298,1.0
46939,33889201,96.0,1433.0,Camden,NW1 7TA,51.539120000000004,-0.15489,House,Entire home/apt,5,3.0,3.0,3.0,280.0,495.0,225.0,5,0.0,2,2,1161,0.17,4.128167244744674,House,0.0,5.634789603169249,2.095744680851064,0.0
