,host_id,host_response_rate,host_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,number_of_reviews_ltm,calculated_host_listings_count,reviews_per_month,dist_from_center,property_type_clean,parking,price_log,price_RobustScaler,parking_num
44303,5205581,,1.0,Kingston upon Thames,SW20 0AW,51.413090000000004,-0.24982,House,Entire home/apt,7,2.0,4.0,4.0,175.0,0.0,40.0,1,0.0,7,1,1,0.48,14.100715877258594,House,1.0,5.1647859739235145,0.9787234042553191,1.0
44316,62245878,75.0,2.0,Wandsworth,SW17 8HQ,51.42734,-0.16189,House,Entire home/apt,5,1.0,3.0,3.0,180.0,100.0,40.0,5,30.0,0,0,2,,9.658795034822045,House,0.0,5.19295685089021,1.0319148936170213,0.0
44319,10961046,97.0,93.0,Kensington and Chelsea,W10 6AJ,51.52163,-0.2271,House,Entire home/apt,7,3.0,4.0,5.0,300.0,1000.0,232.0,1,0.0,0,0,90,,7.650773522946344,House,0.0,5.703782474656201,2.3085106382978724,0.0
44320,6586677,100.0,1.0,Hammersmith and Fulham,W12 9JA,51.50251,-0.23435,House,Entire home/apt,8,3.0,4.0,6.0,269.0,500.0,150.0,4,20.0,1,1,1,0.41,8.082718171165398,House,1.0,5.594711379601839,1.9787234042553192,1.0
44331,27572615,99.0,152.0,Hammersmith and Fulham,SW6 2AE,51.4771,-0.18912,House,Entire home/apt,4,1.0,2.0,2.0,160.0,160.0,95.0,1,0.0,3,3,136,0.26,6.1160782241246405,House,1.0,5.075173815233827,0.8191489361702128,1.0
44335,36158980,,1.0,Newham,E13 0DR,51.52745,0.01778,House,Entire home/apt,4,1.0,2.0,2.0,100.0,250.0,40.0,4,15.0,22,11,1,1.25,9.596436736130443,House,1.0,4.605170185988092,0.18085106382978725,1.0
44347,32648283,100.0,1.0,Merton,SW19,51.419259999999994,-0.20763,House,Entire home/apt,6,2.5,3.0,3.0,300.0,0.0,50.0,1,0.0,2,2,1,0.31,11.823679952365962,House,1.0,5.703782474656201,2.3085106382978724,1.0
44369,169919575,,1.0,Kensington and Chelsea,SW7 2DR,51.49467,-0.17802,House,Entire home/apt,10,5.5,6.0,6.0,350.0,85.0,139.0,6,15.0,0,0,1,,4.476137385294485,House,0.0,5.857933154483459,2.8404255319148937,0.0
44384,5091020,,1.0,Haringey,N15,51.58599,-0.08922000000000001,House,Entire home/apt,4,1.0,2.0,3.0,82.0,200.0,40.0,1,0.0,4,2,1,0.26,8.691499637369027,House,1.0,4.406719247264253,-0.010638297872340425,1.0
44394,149394719,,1.0,Redbridge,,51.55788,0.02967,House,Entire home/apt,7,2.5,4.0,4.0,100.0,0.0,0.0,1,0.0,0,0,1,,11.523795891148646,House,1.0,4.605170185988092,0.18085106382978725,1.0
44399,33889201,96.0,1433.0,Hammersmith and Fulham,W12 9RL,51.50039,-0.24600999999999998,House,Entire home/apt,7,3.0,5.0,5.0,241.0,495.0,375.0,7,0.0,0,0,1161,,8.910415862333643,House,0.0,5.484796933490655,1.6808510638297873,0.0
44426,27282536,100.0,1.0,Wandsworth,SW18 2RY,51.45512,-0.18732000000000001,House,Entire home/apt,8,2.5,4.0,6.0,150.0,0.0,50.0,8,0.0,9,7,1,0.57,7.743481688143081,House,1.0,5.0106352940962555,0.7127659574468085,1.0
44437,170206279,100.0,1.0,Merton,SW19 8PB,51.4241,-0.19211,House,Entire home/apt,2,1.0,2.0,2.0,120.0,0.0,0.0,1,0.0,0,0,1,,10.820771004391613,House,1.0,4.787491742782046,0.39361702127659576,1.0
44498,170547121,100.0,2.0,Kensington and Chelsea,W10 6LQ,51.51801,-0.21975999999999998,House,Entire home/apt,5,1.0,2.0,4.0,165.0,500.0,46.0,1,0.0,13,11,2,0.76,7.088956257341474,House,0.0,5.10594547390058,0.8723404255319149,0.0
44502,33889201,96.0,1433.0,Hammersmith and Fulham,SW6 3NE,51.46946,-0.20556,House,Entire home/apt,6,2.0,3.0,4.0,216.0,495.0,225.0,6,0.0,0,0,1161,,7.535825261937352,House,0.0,5.375278407684165,1.4148936170212767,0.0
44503,33889201,96.0,1433.0,Hammersmith and Fulham,SW6 6JU,51.47854,-0.21106,House,Entire home/apt,6,2.0,3.0,3.0,255.0,495.0,225.0,6,0.0,1,0,1161,0.06,7.313602800429162,House,0.0,5.541263545158426,1.8297872340425532,0.0
44548,53376659,,1.0,Barnet,N20 8HB,51.63112,-0.18524000000000002,House,Entire home/apt,6,1.0,4.0,5.0,250.0,500.0,60.0,1,0.0,1,1,1,0.09,14.250321096416304,House,1.0,5.521460917862246,1.7765957446808511,1.0
44573,170753486,,1.0,Haringey,N8 9AA,51.578140000000005,-0.11690999999999999,House,Entire home/apt,6,2.0,3.0,3.0,195.0,0.0,30.0,1,0.0,1,1,1,0.18,7.587506869019845,House,0.0,5.272999558563747,1.1914893617021276,0.0
44604,104788840,100.0,2.0,Haringey,N10 1PJ,51.59197,-0.14504,House,Entire home/apt,9,2.5,5.0,5.0,250.0,0.0,0.0,1,0.0,2,1,2,0.13,9.31200621575256,House,1.0,5.521460917862246,1.7765957446808511,1.0
44612,170925889,100.0,1.0,Barnet,N3 2HD,51.60109,-0.19003,House,Entire home/apt,8,2.0,4.0,4.0,275.0,0.0,50.0,1,0.0,26,21,1,1.54,11.29032533471103,House,1.0,5.616771097666572,2.0425531914893615,1.0
44628,29426040,100.0,2.0,Westminster,WC2H 9SD,51.51308,-0.12385999999999998,House,Entire home/apt,2,1.0,1.0,1.0,149.0,1000.0,64.0,1,0.0,18,13,2,1.17,0.5355101267053105,House,0.0,5.003946305945459,0.7021276595744681,0.0
44633,8242897,,1.0,Hackney,E5 0AX,51.55621,-0.045880000000000004,House,Entire home/apt,4,1.0,2.0,3.0,200.0,150.0,90.0,2,15.0,4,2,1,0.23,7.172266135800205,House,0.0,5.298317366548036,1.2446808510638299,0.0
44638,15933476,100.0,1.0,Wandsworth,SW16 6PP,51.41944,-0.1444,House,Entire home/apt,10,2.5,4.0,5.0,395.0,300.0,50.0,1,0.0,9,3,1,0.56,10.212214310284033,House,1.0,5.978885764901122,3.3191489361702127,1.0
44652,7258745,95.0,37.0,Westminster,W1D 3AR,51.51384,-0.13352999999999998,House,Entire home/apt,6,2.5,2.0,2.0,600.0,750.0,175.0,5,0.0,4,1,34,0.27,1.1554447626177902,House,0.0,6.396929655216146,5.5,0.0
44654,3037770,,1.0,Lewisham,SE23 2TP,51.43789,-0.03797,House,Entire home/apt,6,1.5,3.0,3.0,20.0,0.0,0.0,1,0.0,0,0,1,,9.732794891609343,House,0.0,2.995732273553991,-0.6702127659574468,0.0
44699,171252593,,1.0,Lambeth,SW9 8QN,51.46154,-0.11084000000000001,House,Entire home/apt,4,1.0,1.0,1.0,79.0,100.0,40.0,2,10.0,11,2,1,0.65,5.393517685170096,House,0.0,4.3694478524670215,-0.0425531914893617,0.0
44711,72854398,100.0,10.0,Hackney,E8 2AD,51.55055,-0.06419,House,Entire home/apt,6,2.0,3.0,3.0,145.0,0.0,100.0,6,0.0,0,0,7,,5.858833909563263,House,1.0,4.976733742420574,0.6595744680851063,1.0
44724,171324609,,1.0,Southwark,BT15 1DF,51.50404,-0.07907,House,Entire home/apt,4,3.0,2.0,2.0,200.0,300.0,0.0,1,0.0,0,0,1,,2.7755496025825024,House,0.0,5.298317366548036,1.2446808510638299,0.0
44739,9836677,,2.0,Bromley,SE9 4TT,51.436479999999996,0.04227,House,Entire home/apt,4,1.0,2.0,2.0,70.0,0.0,0.0,1,0.0,3,0,2,0.17,13.773530002904394,House,1.0,4.248495242049359,-0.13829787234042554,1.0
44740,171439775,100.0,1.0,Greenwich,SE18,51.48511,0.08842,House,Entire home/apt,4,1.0,2.0,3.0,70.0,0.0,0.0,1,20.0,22,2,2,1.28,14.54909803474251,House,1.0,4.248495242049359,-0.13829787234042554,1.0
44745,31809246,100.0,1.0,Ealing,W13 0SP,51.51076,-0.32049,House,Entire home/apt,4,1.0,2.0,2.0,100.0,0.0,45.0,1,0.0,1,1,1,0.21,13.998468889116054,House,0.0,4.605170185988092,0.18085106382978725,0.0
44759,2379677,97.0,11.0,Newham,E15 1JZ,51.54874,0.00395,House,Entire home/apt,11,1.5,5.0,8.0,185.0,0.0,0.0,1,0.0,8,8,11,0.91,9.478736455876037,House,0.0,5.220355825078324,1.0851063829787233,0.0
44775,16103679,100.0,1.0,Merton,SM4,51.382490000000004,-0.2225,House,Entire home/apt,6,2.5,3.0,3.0,150.0,0.0,60.0,6,20.0,7,3,1,0.45,15.894689200973692,House,1.0,5.0106352940962555,0.7127659574468085,1.0
44780,10569602,,2.0,Lambeth,SW2 3AG,51.4369,-0.11990999999999999,House,Entire home/apt,4,2.0,2.0,2.0,90.0,0.0,0.0,1,0.0,0,0,2,,8.109220321113737,House,1.0,4.499809670330265,0.07446808510638298,1.0
44784,71636342,,1.0,Newham,E6,51.52429,0.05492999999999999,House,Entire home/apt,4,1.5,2.0,2.0,85.0,1500.0,20.0,1,0.0,0,0,1,,12.071559116979055,House,0.0,4.442651256490317,0.02127659574468085,0.0
44785,130244155,,1.0,Westminster,W9 2NH,51.5271,-0.19394,House,Entire home/apt,5,2.0,3.0,3.0,170.0,300.0,65.0,3,35.0,13,5,1,0.77,5.583562898778681,House,0.0,5.135798437050262,0.925531914893617,0.0
44797,171736954,,1.0,Lambeth,SW4 0EZ,51.467909999999996,-0.14336,House,Entire home/apt,4,2.0,2.0,2.0,300.0,0.0,50.0,1,0.0,0,0,1,,4.979305511437977,House,0.0,5.703782474656201,2.3085106382978724,0.0
44814,91831842,100.0,4.0,Wandsworth,SW11 3AD,51.47441,-0.16517,House,Entire home/apt,8,3.5,5.0,5.0,450.0,3000.0,150.0,1,0.0,12,11,2,0.93,5.1120432193879815,House,1.0,6.1092475827643655,3.904255319148936,1.0
44815,70207687,,1.0,Lambeth,SW4,51.453520000000005,-0.14290999999999998,House,Entire home/apt,4,1.0,2.0,2.0,100.0,150.0,80.0,1,0.0,10,10,1,0.85,6.49263617529018,House,0.0,4.605170185988092,0.18085106382978725,0.0
44825,39584981,100.0,1.0,Hounslow,TW8 0LQ,51.4873,-0.30041999999999996,House,Entire home/apt,6,1.0,3.0,5.0,114.0,300.0,50.0,1,0.0,2,2,1,0.18,12.860129965411971,House,1.0,4.736198448394496,0.32978723404255317,1.0
44850,12412464,100.0,9.0,Newham,E15 1JZ,51.54807,0.00375,House,Entire home/apt,11,1.5,5.0,7.0,175.0,0.0,0.0,1,0.0,28,21,9,1.72,9.432742675714497,House,0.0,5.1647859739235145,0.9787234042553191,0.0
44863,1432477,99.0,164.0,Camden,NW1 0AY,51.5385,-0.13917000000000002,House,Entire home/apt,6,1.0,2.0,3.0,229.0,250.0,90.0,4,23.0,16,6,161,1.01,3.4999130878060662,House,0.0,5.43372200355424,1.553191489361702,0.0
44873,2125620,100.0,111.0,Wandsworth,SW11,51.471709999999995,-0.17521,House,Entire home/apt,10,3.5,5.0,7.0,345.0,400.0,200.0,1,0.0,10,7,100,0.69,5.796216274727271,House,1.0,5.84354441703136,2.7872340425531914,1.0
44879,11532413,,1.0,Lewisham,SE4 1BQ,51.468779999999995,-0.03503,House,Entire home/apt,4,1.5,3.0,3.0,56.0,0.0,35.0,1,0.0,1,0,1,0.06,7.340043059244426,House,1.0,4.02535169073515,-0.2872340425531915,1.0
44981,150949942,50.0,1.0,Greenwich,SE2 0RB,51.48373,0.10497000000000001,House,Entire home/apt,6,1.0,3.0,3.0,70.0,250.0,100.0,1,0.0,0,0,2,,15.702750443790594,House,1.0,4.248495242049359,-0.13829787234042554,1.0
44985,172180660,100.0,1.0,Hammersmith and Fulham,W12 0HA,51.51699,-0.22435,House,Entire home/apt,4,1.0,2.0,0.0,119.0,100.0,80.0,2,20.0,19,15,1,1.21,7.390975954394764,House,0.0,4.77912349311153,0.3829787234042553,0.0
44986,35870137,67.0,1.0,Merton,SW19 7DW,51.43095,-0.2055,House,Entire home/apt,9,10.0,6.0,6.0,800.0,3000.0,200.0,1,0.0,12,8,1,0.77,10.654208518548566,House,1.0,6.684611727667927,7.627659574468085,1.0
45053,28820321,100.0,242.0,Kensington and Chelsea,W11 2EY,51.5141,-0.20600000000000002,House,Entire home/apt,4,2.5,2.0,2.0,180.0,350.0,75.0,1,0.0,5,1,213,0.39,6.097800832577821,House,1.0,5.19295685089021,1.0319148936170213,1.0
45078,514628,100.0,1.0,Hackney,E8,51.55069,-0.061610000000000005,House,Entire home/apt,5,2.5,3.0,2.0,150.0,0.0,40.0,1,0.0,8,4,1,0.48,5.985637160980489,House,1.0,5.0106352940962555,0.7127659574468085,1.0
45086,172851212,80.0,7.0,Enfield,N9 9TR,51.62317,-0.07381,House,Entire home/apt,13,3.0,6.0,7.0,450.0,250.0,100.0,1,0.0,1,1,7,0.1,12.95725447973483,House,1.0,6.1092475827643655,3.904255319148936,1.0
45111,172976380,,1.0,Richmond upon Thames,TW10 7XX,51.43203,-0.31476,House,Entire home/apt,6,2.0,3.0,6.0,85.0,150.0,40.0,1,0.0,5,5,1,0.44,16.128907957137738,House,1.0,4.442651256490317,0.02127659574468085,1.0
45124,2338144,96.0,2.0,Lambeth,SW2 1SL,51.4571,-0.11594000000000002,House,Entire home/apt,2,1.0,1.0,1.0,132.0,0.0,18.0,1,0.0,43,25,2,2.64,5.865407494599349,House,1.0,4.882801922586371,0.5212765957446809,1.0
45130,150234372,,1.0,Lambeth,SW12 0EW,51.44451,-0.14013,House,Entire home/apt,4,2.0,2.0,2.0,115.0,350.0,80.0,1,0.0,2,0,1,0.12,7.421023509322703,House,0.0,4.74493212836325,0.3404255319148936,0.0
45149,6144463,100.0,1.0,Merton,SW19 7LP,51.43188,-0.19948,House,Entire home/apt,8,3.0,6.0,6.0,300.0,1000.0,85.0,1,0.0,3,2,1,0.24,10.336370308656498,House,0.0,5.703782474656201,2.3085106382978724,0.0
45151,38357945,100.0,1.0,Camden,NW3 1RS,51.55574,-0.17464000000000002,House,Entire home/apt,6,1.5,2.0,2.0,190.0,150.0,75.0,1,25.0,16,11,1,0.98,6.424059535099117,House,0.0,5.247024072160486,1.1382978723404256,0.0
45154,3478923,60.0,2.0,Southwark,SE22 0QY,51.444829999999996,-0.06702999999999999,House,Entire home/apt,4,2.0,2.0,2.0,150.0,500.0,60.0,1,0.0,2,2,2,0.17,8.044843025469518,House,1.0,5.0106352940962555,0.7127659574468085,1.0
45158,33889201,96.0,1433.0,Camden,NW5 1QU,51.56154,-0.1506,House,Entire home/apt,7,2.0,3.0,4.0,179.0,495.0,225.0,7,0.0,0,0,1161,,6.166380698872426,House,0.0,5.187385805840755,1.0212765957446808,0.0
45159,33889201,96.0,1433.0,Barnet,N2 9PS,51.588,-0.16335999999999998,House,Entire home/apt,6,2.0,4.0,5.0,224.0,495.0,300.0,6,0.0,0,0,1161,,9.229062494358493,House,0.0,5.4116460518550396,1.5,0.0
45161,33889201,96.0,1433.0,Camden,NW1 7EA,51.53842,-0.14731,House,Entire home/apt,12,5.0,6.0,6.0,536.0,495.0,450.0,12,0.0,1,1,1161,0.09,3.7616530065726947,House,0.0,6.284134161070802,4.819148936170213,0.0
45186,527597,,1.0,Hackney,N16 8UG,51.55473,-0.08177999999999999,House,Entire home/apt,6,2.0,3.0,3.0,195.0,200.0,35.0,6,15.0,21,8,1,1.29,5.58188726652635,House,1.0,5.272999558563747,1.1914893617021276,1.0
45187,74842837,100.0,2.0,Lewisham,SE26 6QQ,51.42755,-0.06543,House,Entire home/apt,5,1.5,3.0,3.0,85.0,200.0,50.0,4,10.0,1,1,2,0.09,9.8469332026559,House,1.0,4.442651256490317,0.02127659574468085,1.0
45194,27613233,100.0,5.0,Camden,NW1 0HU,51.54012,-0.14096,House,Entire home/apt,8,1.0,3.0,4.0,187.0,0.0,30.0,1,15.0,54,47,4,4.07,3.715298129531339,House,1.0,5.231108616854587,1.1063829787234043,1.0
45197,55795667,,1.0,Kingston upon Thames,KT1 3QP,51.41013,-0.28511,House,Entire home/apt,7,2.5,4.0,5.0,200.0,0.0,0.0,1,0.0,4,4,1,0.35,16.01745425036522,House,1.0,5.298317366548036,1.2446808510638299,1.0
45216,172971215,,1.0,Wandsworth,SW11 6ND,51.456109999999995,-0.15734,House,Entire home/apt,8,2.0,4.0,4.0,225.0,85.0,135.0,4,15.0,0,0,1,,6.562020547472153,House,0.0,5.41610040220442,1.5106382978723405,0.0
45242,33889201,96.0,1433.0,Brent,NW10 5JG,51.53439,-0.22316,House,Entire home/apt,4,2.0,3.0,2.0,197.0,495.0,225.0,4,0.0,0,0,1161,,7.759138481119496,House,0.0,5.2832037287379885,1.2127659574468086,0.0
45260,149688008,97.0,20.0,Lambeth,SW8 2LB,51.479620000000004,-0.12824000000000002,House,Entire home/apt,6,2.0,2.0,3.0,250.0,150.0,40.0,2,10.0,10,10,19,1.08,3.4335272685276474,House,1.0,5.521460917862246,1.7765957446808511,1.0
45262,137094377,80.0,184.0,Merton,SW19 1TU,51.422,-0.17894000000000002,House,Entire home/apt,4,1.0,2.0,2.0,165.0,495.0,95.0,1,0.0,0,0,177,,10.633926182142995,House,1.0,5.10594547390058,0.8723404255319149,1.0
45263,137094377,80.0,184.0,Merton,SW19 5AU,51.426359999999995,-0.2202,House,Entire home/apt,2,1.0,1.0,2.0,139.0,495.0,75.0,1,0.0,0,0,177,,11.665004817676534,House,1.0,4.9344739331306915,0.5957446808510638,1.0
45264,137094377,80.0,184.0,Hammersmith and Fulham,SW6 3AH,51.47209,-0.19415,House,Entire home/apt,6,1.0,3.0,4.0,342.0,495.0,225.0,1,0.0,0,0,177,,6.731647770377031,House,1.0,5.834810737062605,2.75531914893617,1.0
45265,173427040,,1.0,Southwark,SE15 6FP,51.480140000000006,-0.07822,House,Entire home/apt,7,2.5,4.0,4.0,180.0,300.0,120.0,4,15.0,15,8,1,0.92,4.303552843585217,House,1.0,5.19295685089021,1.0319148936170213,1.0
45266,137094377,80.0,184.0,Camden,NW1 8YB,51.54132,-0.15632000000000001,House,Entire home/apt,7,3.0,4.0,5.0,728.0,495.0,165.0,1,0.0,0,0,177,,4.382193840164235,House,0.0,6.590301048196686,6.861702127659575,0.0
45269,137094377,80.0,184.0,Wandsworth,SW18 3JU,51.44144,-0.17356,House,Entire home/apt,10,3.0,5.0,5.0,295.0,495.0,225.0,1,0.0,0,0,177,,8.517977317683565,House,1.0,5.68697535633982,2.25531914893617,1.0
45270,137094377,80.0,184.0,Hammersmith and Fulham,SW6 2NN,51.46971,-0.19039,House,Entire home/apt,8,2.0,4.0,4.0,301.0,495.0,275.0,1,0.0,1,0,177,0.03,6.703453288102672,House,1.0,5.707110264748875,2.3191489361702127,1.0
45293,137094377,80.0,184.0,Islington,N5 2ST,51.55976,-0.09836,House,Entire home/apt,5,2.0,4.0,5.0,275.0,495.0,195.0,1,0.0,0,0,177,,5.709888902338333,House,0.0,5.616771097666572,2.0425531914893615,0.0
45304,137094377,80.0,184.0,Wandsworth,SW18 3LR,51.443690000000004,-0.17559,House,Entire home/apt,7,2.0,5.0,4.0,437.0,495.0,195.0,1,0.0,0,0,177,,8.361453439698815,House,0.0,6.07993319509559,3.765957446808511,0.0
45306,137094377,80.0,184.0,Hammersmith and Fulham,W12 9ND,51.49989,-0.24702,House,Entire home/apt,6,2.0,3.0,3.0,180.0,495.0,225.0,1,0.0,0,0,177,,8.986523942304744,House,0.0,5.19295685089021,1.0319148936170213,0.0
45308,137094377,80.0,184.0,Hammersmith and Fulham,SW6,51.471270000000004,-0.1931,House,Entire home/apt,10,4.0,5.0,7.0,685.0,495.0,300.0,1,0.0,0,0,177,,6.7327203135403035,House,0.0,6.529418838262226,6.404255319148936,0.0
45321,137094377,80.0,184.0,Hammersmith and Fulham,SW6 4AT,51.47573,-0.19684000000000001,House,Entire home/apt,6,2.0,3.0,4.0,269.0,495.0,225.0,1,0.0,1,0,177,0.03,6.638823300097621,House,0.0,5.594711379601839,1.9787234042553192,0.0
45323,137094377,80.0,184.0,Haringey,N8 8HH,51.5801,-0.12517,House,Entire home/apt,12,2.0,6.0,6.0,502.0,495.0,225.0,1,0.0,1,0,177,0.03,7.8201855024945255,House,0.0,6.218600119691729,4.457446808510638,0.0
45324,137094377,80.0,184.0,Wandsworth,SW11 5SN,51.462759999999996,-0.15903,House,Entire home/apt,7,3.0,4.0,5.0,293.0,495.0,195.0,1,0.0,0,0,177,,5.951920494978464,House,0.0,5.680172609017068,2.234042553191489,0.0
45325,137094377,80.0,184.0,Kensington and Chelsea,W10 6LA,51.519709999999996,-0.21258000000000002,House,Entire home/apt,5,1.0,2.0,4.0,145.0,495.0,109.0,1,0.0,0,0,177,,6.625228598013676,House,0.0,4.976733742420574,0.6595744680851063,0.0
45332,137094377,80.0,184.0,Hackney,N16 9LT,51.55543,-0.08646000000000001,House,Entire home/apt,8,2.0,4.0,4.0,295.0,495.0,195.0,1,0.0,0,0,177,,5.515393860329299,House,1.0,5.68697535633982,2.25531914893617,1.0
45336,15365025,100.0,3.0,Hackney,N16 0DS,51.55928,-0.07692,House,Entire home/apt,5,2.0,4.0,4.0,149.0,250.0,0.0,1,0.0,1,1,3,0.09,6.184939933982992,House,1.0,5.003946305945459,0.7021276595744681,1.0
45347,97244593,90.0,1.0,Lambeth,SE5 9JB,51.47085,-0.10202,House,Entire home/apt,8,1.0,3.0,4.0,139.0,200.0,45.0,2,15.0,20,18,1,1.18,4.4758923653612985,House,0.0,4.9344739331306915,0.5957446808510638,0.0
45376,173665408,,1.0,Islington,N1 1PX,51.54337,-0.10542,House,Entire home/apt,8,2.5,4.0,4.0,400.0,350.0,155.0,1,0.0,0,0,1,,3.8249335952494383,House,1.0,5.991464547107982,3.372340425531915,1.0
45390,46105904,100.0,3.0,Kensington and Chelsea,W14 8JH,51.49862,-0.20626999999999998,House,Entire home/apt,10,4.5,5.0,6.0,1000.0,0.0,550.0,1,75.0,3,3,1,0.29,6.226012755536053,House,1.0,6.907755278982137,9.75531914893617,1.0
45422,29382885,,1.0,Hackney,E9 7JF,51.53934,-0.05131,House,Entire home/apt,4,1.0,2.0,3.0,95.0,500.0,35.0,1,0.0,14,0,1,0.84,5.661063763573001,House,0.0,4.553876891600541,0.1276595744680851,0.0
45447,68648001,,1.0,Hillingdon,UB8 1AN,51.54953,-0.47700000000000004,House,Entire home/apt,2,1.0,1.0,1.0,50.0,0.0,0.0,1,0.0,0,0,1,,25.200446254302932,House,0.0,3.912023005428146,-0.35106382978723405,0.0
45452,656322,100.0,1.0,Ealing,W4,51.49781,-0.26156,House,Entire home/apt,6,2.5,4.0,4.0,250.0,100.0,40.0,1,0.0,5,4,1,0.34,10.013858349811327,House,1.0,5.521460917862246,1.7765957446808511,1.0
45457,4701494,0.0,1.0,Richmond upon Thames,SW14 7BG,51.46716,-0.27319,House,Entire home/apt,8,2.5,4.0,6.0,250.0,250.0,50.0,1,0.0,3,2,1,0.19,11.734339911795269,House,0.0,5.521460917862246,1.7765957446808511,0.0
45481,6347812,,1.0,Hammersmith and Fulham,W12 9PP,51.504129999999996,-0.23753000000000002,House,Entire home/apt,7,3.5,4.0,6.0,195.0,500.0,50.0,1,0.0,1,0,1,0.08,8.285639996463695,House,0.0,5.272999558563747,1.1914893617021276,0.0
45495,67357504,100.0,1.0,Southwark,SE15,51.46754,-0.05781,House,Entire home/apt,8,2.0,4.0,5.0,175.0,500.0,50.0,1,0.0,10,10,1,0.9,6.28651584154443,House,1.0,5.1647859739235145,0.9787234042553191,1.0
45530,16160508,100.0,1.0,Wandsworth,SW17 0HH,51.42603,-0.17861,House,Entire home/apt,4,2.0,2.0,2.0,125.0,500.0,40.0,4,40.0,3,2,1,0.25,10.214799643643167,House,0.0,4.8283137373023015,0.44680851063829785,0.0
45539,8850325,,1.0,Brent,NW10 3UE,51.54257,-0.24256999999999998,House,Entire home/apt,4,1.0,2.0,2.0,55.0,0.0,20.0,3,20.0,1,0,1,0.06,9.341987972887093,House,1.0,4.007333185232471,-0.2978723404255319,1.0
45544,174254820,,1.0,Lewisham,SE6 3BE,51.438959999999994,-0.0199,House,Entire home/apt,1,1.0,0.0,2.0,35.0,0.0,0.0,1,0.0,0,0,1,,10.405544790227754,House,1.0,3.5553480614894135,-0.5106382978723404,1.0
45560,26800620,,1.0,Hammersmith and Fulham,SW6 6PA,51.47841,-0.22278,House,Entire home/apt,4,2.0,3.0,4.0,180.0,0.0,48.0,1,0.0,1,0,1,0.08,8.042274856224473,House,1.0,5.19295685089021,1.0319148936170213,1.0
45586,81703823,,0.0,Lambeth,SE24 9QP,51.4559,-0.09926,House,Entire home/apt,3,1.0,1.0,1.0,32.0,400.0,15.0,3,10.0,21,2,1,1.31,6.136841230043701,House,1.0,3.4657359027997265,-0.5425531914893617,1.0
45611,11549986,100.0,1.0,Bromley,BR2 8AJ,51.38987,0.04483,House,Entire home/apt,5,1.5,3.0,4.0,112.0,100.0,60.0,1,20.0,16,12,1,1.01,17.467402593479093,House,1.0,4.718498871295094,0.30851063829787234,1.0
45627,2566456,100.0,1.0,Croydon,CR0 1RS,51.37102,-0.1084,House,Entire home/apt,4,1.0,2.0,2.0,70.0,72.0,22.0,1,0.0,8,8,1,0.71,15.443764777020316,House,1.0,4.248495242049359,-0.13829787234042554,1.0
45641,34502006,,2.0,Camden,NW3 2LR,51.55477,-0.15979000000000002,House,Entire home/apt,8,2.0,4.0,4.0,350.0,400.0,55.0,1,0.0,0,0,2,,5.7627786099976825,House,0.0,5.857933154483459,2.8404255319148937,0.0
45670,60103501,95.0,6.0,Westminster,SW1V,51.4901,-0.14398,House,Entire home/apt,8,3.5,4.0,4.0,350.0,0.0,70.0,1,0.0,26,18,5,1.75,2.8339515673427984,House,1.0,5.857933154483459,2.8404255319148937,1.0
45677,116075423,100.0,1.0,Lambeth,SE24 0AD,51.462109999999996,-0.09596,House,Entire home/apt,7,2.5,4.0,4.0,175.0,1000.0,0.0,1,30.0,4,3,1,0.29,5.523349688223741,House,1.0,5.1647859739235145,0.9787234042553191,1.0
45685,6308464,79.0,6.0,Tower Hamlets,E3 2DB,51.52726,-0.0308,House,Entire home/apt,7,2.0,3.0,0.0,160.0,400.0,90.0,6,45.0,10,10,6,0.85,6.3381028959630665,House,1.0,5.075173815233827,0.8191489361702128,1.0
45698,33889201,96.0,1433.0,Hammersmith and Fulham,W6 9TX,51.48928,-0.24429,House,Entire home/apt,8,3.0,4.0,4.0,447.0,495.0,300.0,8,0.0,0,0,1161,,9.024799991146155,House,0.0,6.102558594613569,3.872340425531915,0.0
45701,33889201,96.0,1433.0,Wandsworth,SW18 5BN,51.44458,-0.20297,House,Entire home/apt,8,3.0,4.0,4.0,286.0,495.0,300.0,8,0.0,1,1,1161,0.09,9.3350075053648,House,0.0,5.655991810819852,2.1595744680851063,0.0
45708,1498836,100.0,1.0,Haringey,N11 2AB,51.60818,-0.1323,House,Entire home/apt,7,1.5,4.0,5.0,124.0,500.0,44.0,5,20.0,3,1,1,0.19,10.969273060721099,House,1.0,4.820281565605037,0.43617021276595747,1.0
45719,10219996,,1.0,Kensington and Chelsea,W10 6QP,51.518,-0.22434,House,Entire home/apt,4,1.0,2.0,2.0,115.0,85.0,84.0,2,15.0,3,2,1,0.21,7.403073143910393,House,0.0,4.74493212836325,0.3404255319148936,0.0
45731,14387822,100.0,1.0,Sutton,KT4 8LQ,51.37474,-0.2338,House,Entire home/apt,7,2.0,4.0,5.0,79.0,0.0,15.0,4,10.0,6,4,1,0.39,17.020725815221933,House,1.0,4.3694478524670215,-0.0425531914893617,1.0
